title,location,url,startdate,enddate,type,price,solddate
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,3 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,4 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,8 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,9 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,10 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,11 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,15 DEC: GOODMOOD,390,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,16 DEC: GOODMOOD,390,
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,17 DEC: GOODMOOD,390,
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 2 DEC: GOODMOOD & GOODFOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 3 DEC: GOODMOOD & GOODFOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 4 DEC: GOODMOOD & GOODFOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 8 DEC: GOODMOOD & GOODHOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 9 DEC: GOODMOOD & GOODHOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 10 DEC: GOODMOOD & GOODHOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 11 DEC: GOODMOOD & GOODHOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 15 DEC: GOODMOOD & GOODHOOD,490,Sales Ended
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 16 DEC: GOODMOOD & GOODHOOD,490,
GOODMOOD,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodmood,2023-12-02,2023-12-17,[BUNDLE] 17 DEC: GOODMOOD & GOODHOOD,490,
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Fri 8 Dec 23: Good Hood,200,
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Sat 9 Dec 23: Good Hood,200,
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Sun 10 Dec 23: Good Hood,200,
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Mon 11 Dec 23: Good Hood,200,
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Fri 15 Dec 23: Good Hood,200,Sales Ended
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Sat 16 Dec 23: Good Hood,200,Sales Ended
GOODHOOD VOLUME 04,Sermsuk Warehouse,https://www.ticketmelon.com/goodhood/goodhoodvol04,2023-12-08,2023-12-17,Sun 17 Dec 23: Good Hood,200,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,10 Dec 2023,500,Sales Ended
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,12 Dec 2023,500,Sales Ended
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,13 Dec 2023,500,Sales Ended
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,15 Dec 2023,500,Sales Ended
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,16 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,17 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,19 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,20 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,22 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,23 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,24 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,26 Dec 2023,500,
Best Comedy Show On Khaosan - Davidson Boswell,The Comedy Joint Khaosan,https://www.ticketmelon.com/bangkokcomedyclub/best-comedy-show-on-khaosan-davidson-boswell,2023-12-10,2023-12-27,27 Dec 2023,500,
NuNew 2nd Single Nu Meow Official Goods,Photobook Delivery,https://www.ticketmelon.com/mandeework/nunew2ndsinglenumeow,2023-12-12,2024-01-12,Eh! Box Ver.,"1,490",
NuNew 2nd Single Nu Meow Official Goods,Photobook Delivery,https://www.ticketmelon.com/mandeework/nunew2ndsinglenumeow,2023-12-12,2024-01-12,Mini Eh! Ver.,790,
NuNew 2nd Single Nu Meow Official Goods,Photobook Delivery,https://www.ticketmelon.com/mandeework/nunew2ndsinglenumeow,2023-12-12,2024-01-12,Nu Meow Card Set,390,
Wonderfruit 2023 x Polygon,Wonderfruit,https://www.ticketmelon.com/wdfxpolygon/wf23polygon,2023-12-14,2023-12-18,,,
Wonderfruit 2023,"The Fields at Siam Country Club, Pattaya, Thailand.",https://www.ticketmelon.com/wonderfruit/wf2023,2023-12-14,2023-12-18,PARKING SPACE,250,
Wonderfruit 2023,"The Fields at Siam Country Club, Pattaya, Thailand.",https://www.ticketmelon.com/wonderfruit/wf2023,2023-12-14,2023-12-18,PARKING SPACE [20% OFF],200,
Skyline Film Bangkok ดูหนังบนดาดฟ้า,River City Bangkok,https://www.ticketmelon.com/skylinefilmbkk/december,2023-12-15,2023-12-17,วันศุกร์ที่ 15 ธันวาคม 2566 About Time (เวลา 19.30 น. เวลาหนัง 2 ชม. 30 นาที),450,2023-12-16
Skyline Film Bangkok ดูหนังบนดาดฟ้า,River City Bangkok,https://www.ticketmelon.com/skylinefilmbkk/december,2023-12-15,2023-12-17,วันเสาร์ที่ 16 ธันวาคม 2566  Before Sunrise (เวลา 17.00 น. เวลาหนัง 1 ชม. 45 นาที),450,2023-12-16
Skyline Film Bangkok ดูหนังบนดาดฟ้า,River City Bangkok,https://www.ticketmelon.com/skylinefilmbkk/december,2023-12-15,2023-12-17,วันเสาร์ที่ 16 ธันวาคม 2566 You’ve got mail (เวลา 20.00 น. เวลาหนัง 1 ชม. 59 นาที),450,2023-12-16
Skyline Film Bangkok ดูหนังบนดาดฟ้า,River City Bangkok,https://www.ticketmelon.com/skylinefilmbkk/december,2023-12-15,2023-12-17,วันอาทิตย์ที่ 17 ธันวาคม 2566   Love Actually  (เวลา 17.00 น. เวลาหนัง 2 ชม. 9 นาที),450,2023-12-16
Skyline Film Bangkok ดูหนังบนดาดฟ้า,River City Bangkok,https://www.ticketmelon.com/skylinefilmbkk/december,2023-12-15,2023-12-17,วันอาทิตย์ที่ 17 ธันวาคม 2566   Notting Hill  (เวลา 20.20 น. เวลาหนัง 2 ชม. 4 นาที),450,2023-12-16
HI-QUEER,AVVE,https://www.ticketmelon.com/ellaheles/hiqueer,2023-12-15,2023-12-17,presale 2 days,600,Sales Ended
Queendom Fest,Lalaport BBCC,https://www.ticketmelon.com/mme/queendomfest-info,2023-12-16,2023-12-16,Early Bird,118,Sales Ended
Queendom Fest,Lalaport BBCC,https://www.ticketmelon.com/mme/queendomfest-info,2023-12-16,2023-12-16,General Admission,138,Sales Ended
Queendom Fest,Lalaport BBCC,https://www.ticketmelon.com/mme/queendomfest-info,2023-12-16,2023-12-16,Go Kart Bundle,178,Sales Ended
Queendom Fest,Lalaport BBCC,https://www.ticketmelon.com/mme/queendomfest-info,2023-12-16,2023-12-16,11.11 Promo,103.5,Sales Ended
Queendom Fest,Lalaport BBCC,https://www.ticketmelon.com/mme/queendomfest-info,2023-12-16,2023-12-16,Group Bundle,128,Sales Ended
2023 Agila Music Fest,Amoranto Stadium,https://www.ticketmelon.com/magkunoeaglesclub/agilamusicfest2023,2023-12-16,2023-12-16,General Admission,500,
Wetwood Pool Party,"Ayu Awana Resort, Genting Highlands",https://www.ticketmelon.com/deadwoodpartylab/wetwoodpoolparty,2023-12-16,2023-12-16,PRE SALE,100,
KIDS KONFERENCE Screening at theCOMMONS' Sunset Film Club,theCOMMONS Thonglor,https://www.ticketmelon.com/thecommonsthonglor/sunset-film-club-dec-16,2023-12-16,2023-12-16,Ticket + Poppa's Popcorn & Drink,350,Sales Ended
Blueprint Livehouse: Solitude is Bliss,Blueprint Livehous,https://www.ticketmelon.com/blueprint/sib,2023-12-16,2023-12-16,Standing Ticket,450,2023-12-16
YspaceConcert ตอนรักเธอเท่าจักรวาล,โรงละครเคแบงก์สยามพิฆเนศ,https://www.ticketmelon.com/mplay/yspaceconcert,2023-12-17,2023-12-17,,,
Marine life Handmade Rubber Stamp Workshop by Handigraph,Saratta Space,https://www.ticketmelon.com/sarattaspace/marine-life-handmade-rubber-stamp,2023-12-17,2023-12-17,Single,"2,200",
Marine life Handmade Rubber Stamp Workshop by Handigraph,Saratta Space,https://www.ticketmelon.com/sarattaspace/marine-life-handmade-rubber-stamp,2023-12-17,2023-12-17,Buddy,"3,900",
Budi & Buddies Birthday Bash,1-Altitude Melaka,https://www.ticketmelon.com/budi/birthdaybash,2023-12-17,2023-12-17,Single Entry,70,
Budi & Buddies Birthday Bash,1-Altitude Melaka,https://www.ticketmelon.com/budi/birthdaybash,2023-12-17,2023-12-17,Double Entry,120,
Handel's Messiah 2023,"Thailand Cultural Centre, Main Hall",https://www.ticketmelon.com/bangkokcombinedchoir1954/bccomessiah2023,2023-12-17,2023-12-17,Regular Seat,Free,2023-12-16
Handel's Messiah 2023,"Thailand Cultural Centre, Main Hall",https://www.ticketmelon.com/bangkokcombinedchoir1954/bccomessiah2023,2023-12-17,2023-12-17,Sample Tickets,Free,2023-12-16
Blueprint Livehouse: Solitude is Bliss (2nd Show),Blueprint Livehouse,https://www.ticketmelon.com/blueprint/sib2,2023-12-18,2023-12-18,Standing Ticket,450,2023-12-16
DR.FUU ณ บ้านเพื่อนบางแสน,บ้านเพื่อนบางแสน,https://www.ticketmelon.com/banpuen/drfuu-2023,2023-12-19,2023-12-19,VVIP,"4,200",2023-12-16
DR.FUU ณ บ้านเพื่อนบางแสน,บ้านเพื่อนบางแสน,https://www.ticketmelon.com/banpuen/drfuu-2023,2023-12-19,2023-12-19,VIP,"2,200",2023-12-16
DR.FUU ณ บ้านเพื่อนบางแสน,บ้านเพื่อนบางแสน,https://www.ticketmelon.com/banpuen/drfuu-2023,2023-12-19,2023-12-19,NORMAL,600,
Blueprint Livehouse: Slur + The Jukks,Blueprint Livehouse,https://www.ticketmelon.com/blueprint/slurjuk,2023-12-20,2023-12-20,Standing Ticket,450,
Blueprint Livehouse: Summer Dress + Hariguem Zaboy,Blueprint Livehouse,https://www.ticketmelon.com/blueprint/sumboy,2023-12-21,2023-12-21,Standing Ticket,350,
"Veshalka / Dill Pickles, Activ8, T1000, Named, Ram, Justie, Puppss",A Blanket And A Pillow,https://www.ticketmelon.com/no-more-snow/dill-pickles,2023-12-22,2023-12-22,Early Bird (-60% OFF),200,
LIDO LIVEHOUSE presented by Jameson Connects 'Zweed n' Roll & Laika',Lido Connect,https://www.ticketmelon.com/lido-livehouse/llhdec23,2023-12-22,2023-12-22,Standing Ticket [22 Dec],600,
K. Aglet + Dieout + Sumdong + Chonburi Flow,Blueprint Livehouse,https://www.ticketmelon.com/blueprint/k-aglet-dieout-sumdong-chonburi-flow,2023-12-22,2023-12-22,Standing Ticket,300,
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,GROUP OF 4 - 22 DEC 2023,263,Sales Ended
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,GROUP OF 4 - 23 DEC 2023,263,Sales Ended
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,GROUP OF 4 - 24 DEC 2023,263,Sales Ended
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,GROUP OF 4 - UNDER 20: 22 DEC 2023,263,Sales Ended
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,GROUP OF 4 - UNDER 20: 23 DEC 2023,263,Sales Ended
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,GROUP OF 4 - UNDER 20: 24 DEC 2023,263,Sales Ended
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,22 DEC 2023,350,
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,23 DEC 2023,350,
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,24 DEC 2023,350,
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,UNDER 20: 22 DEC 2023,350,
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,UNDER 20: 23 DEC 2023,350,
TIME EVENT TH,Sermsuk Warehouse,https://www.ticketmelon.com/timeevent/timepresentxmasmarket2023,2023-12-22,2023-12-24,UNDER 20: 24 DEC 2023,350,
BossNoeul Private Christmas Party,"SUN & MOON, Riverside Hotel, Phnom Penh, Cambodia",https://www.ticketmelon.com/acti90/bossnoeulchristmas-party,2023-12-23,2023-12-23,VIP,"10,150",
BossNoeul Private Christmas Party,"SUN & MOON, Riverside Hotel, Phnom Penh, Cambodia",https://www.ticketmelon.com/acti90/bossnoeulchristmas-party,2023-12-23,2023-12-23,Zone A,"5,250",
BossNoeul Private Christmas Party,"SUN & MOON, Riverside Hotel, Phnom Penh, Cambodia",https://www.ticketmelon.com/acti90/bossnoeulchristmas-party,2023-12-23,2023-12-23,Zone B,"2,100",
Brushes & Bottles: A Creative Paint and Vino Experience,ASAI Bangkok Chinatown,https://www.ticketmelon.com/asaihotels/brushesandbottles,2023-12-23,2023-12-23,Brushes & Bottles: Early Bird Ticket,899,
Brushes & Bottles: A Creative Paint and Vino Experience,ASAI Bangkok Chinatown,https://www.ticketmelon.com/asaihotels/brushesandbottles,2023-12-23,2023-12-23,Brushes & Bottles: General Ticket,999,
Brushes & Bottles: A Creative Paint and Vino Experience,ASAI Bangkok Chinatown,https://www.ticketmelon.com/asaihotels/brushesandbottles,2023-12-23,2023-12-23,Brushes & Bottles: Free Flow Ticket,"1,399",
SIAM INFERNO METALFEST 2023,Mr Fox Livehouse ,https://www.ticketmelon.com/loudlyprefer/siam-inferno-metalfest-2023,2023-12-23,2023-12-23,Early bird,666,
SIAM INFERNO METALFEST 2023,Mr Fox Livehouse ,https://www.ticketmelon.com/loudlyprefer/siam-inferno-metalfest-2023,2023-12-23,2023-12-23,Early bird,666,
HOME ALONE Screening at theCOMMONS' Sunset Film Club,theCOMMONS Thonglor,https://www.ticketmelon.com/thecommonsthonglor/sunset-film-club-dec-23,2023-12-23,2023-12-23,Ticket + Poppa's Popcorn & Drink,350,2023-12-16
Kardinal presents: Cherry Bomb by Good Night KL,REX KL,https://www.ticketmelon.com/goodnightkl/cherrybomb3,2023-12-23,2023-12-23,EARLY BIRD,35,
Kardinal presents: Cherry Bomb by Good Night KL,REX KL,https://www.ticketmelon.com/goodnightkl/cherrybomb3,2023-12-23,2023-12-23,PRE SALE,50,
RIOTNOX WHITE CHRISTMAS ,DECOMMUNE,https://www.ticketmelon.com/riotnox/whitechristmas,2023-12-23,2023-12-23,COMMUNITY,300,Sales Ended
RIOTNOX WHITE CHRISTMAS ,DECOMMUNE,https://www.ticketmelon.com/riotnox/whitechristmas,2023-12-23,2023-12-23,EARLY BIRD,400,Sales Ended
RIOTNOX WHITE CHRISTMAS ,DECOMMUNE,https://www.ticketmelon.com/riotnox/whitechristmas,2023-12-23,2023-12-23,REGULAR,600,
TLT Presents Liquid Soul,Amnesia,https://www.ticketmelon.com/tlt/liquidsoul,2023-12-23,2023-12-23,General Entrance - Early Bird,650,
TLT Presents Liquid Soul,Amnesia,https://www.ticketmelon.com/tlt/liquidsoul,2023-12-23,2023-12-23,General Entrance - Phase 1,750,
TLT Presents Liquid Soul,Amnesia,https://www.ticketmelon.com/tlt/liquidsoul,2023-12-23,2023-12-23,General Entrance - Phase 2,850,
TLT Presents Liquid Soul,Amnesia,https://www.ticketmelon.com/tlt/liquidsoul,2023-12-23,2023-12-23,General Entrance - At Door,"1,000",
EDM Addicts Take Over EP19 Presents Wiwek At Spaceplus Bangkok,Spaceplus Bangkok,https://www.ticketmelon.com/edmaddicts/wiwek-spaceplus,2023-12-23,2023-12-23,Entrance Ticket,"1,000",
EDM Addicts Take Over EP19 Presents Wiwek At Spaceplus Bangkok,Spaceplus Bangkok,https://www.ticketmelon.com/edmaddicts/wiwek-spaceplus,2023-12-23,2023-12-23,Standing Table,"6,000",
EDM Addicts Take Over EP19 Presents Wiwek At Spaceplus Bangkok,Spaceplus Bangkok,https://www.ticketmelon.com/edmaddicts/wiwek-spaceplus,2023-12-23,2023-12-23,VIP Table,"30,800",
"PSYCHIC FEVER LIVE 2023 ""P.C.F"" IN THAILAND",LIDO CONNECT HALL 2,https://www.ticketmelon.com/high-cloud/pcfliveth,2023-12-24,2023-12-24,,,
Siam Sinfonietta’s Holiday Concert,Banyan Tree - Grand Ballroom,https://www.ticketmelon.com/operasiam/xmas2023,2023-12-24,2023-12-24,Ticket 900 THB,900,
EDM Addicts Take Over Presents Differ Club's 19th Anniversary with Wiwek,Differ Club,https://www.ticketmelon.com/edmaddicts/wiwek-differ,2023-12-24,2023-12-24,Entrance Ticket,400,
PSYCHIC FEVER FAN EVENT 2023 IN THAILAND ~PsyFe Christmas Night~,LIDO CONNECT HALL 2,https://www.ticketmelon.com/high-cloud/psyfechristmasnight,2023-12-24,2023-12-24,ALL STANDING,"1,500",
Moon Mountain X'mas Edition 2023,แพวันวาน,https://www.ticketmelon.com/moonmountain/regularticket2023,2023-12-24,2023-12-26,Ticket To The Moon Regular Price,"3,500",
Moon Mountain X'mas 2023,แพวันวาน,https://www.ticketmelon.com/moonmountain/moonmountain2023,2023-12-24,2023-12-26,Ticket To The Moon Early Bird,"3,000",
XTC presents Séxstasy ,Decommune,https://www.ticketmelon.com/xtcbkk/sexstasy,2023-12-25,2023-12-25,Early bird,400,
XTC presents Séxstasy ,Decommune,https://www.ticketmelon.com/xtcbkk/sexstasy,2023-12-25,2023-12-25,Regular,600,
AN INTIMATE ACOUSTIC NIGHT WITH​  YOKEE PLAYBOY,Siwilai Sound Club,https://www.ticketmelon.com/siwilaisoundclub/an-intimate-acoustic-night-with--yokee-playboy,2023-12-27,2023-12-27,Early Bird Ticket,700,
Greasy Cafe ณ บ้านเพื่อนบางแสน,บ้านเพื่อนบางแสน,https://www.ticketmelon.com/banpuen/greasy-2023,2023-12-28,2023-12-28,VVIP,"4,000",
Greasy Cafe ณ บ้านเพื่อนบางแสน,บ้านเพื่อนบางแสน,https://www.ticketmelon.com/banpuen/greasy-2023,2023-12-28,2023-12-28,VIP,"2,200",
Greasy Cafe ณ บ้านเพื่อนบางแสน,บ้านเพื่อนบางแสน,https://www.ticketmelon.com/banpuen/greasy-2023,2023-12-28,2023-12-28,NORMAL,800,
Pitt Club KL pres. Nicky Romero,Pitt Club KL,https://www.ticketmelon.com/pittclub/nickyromero2023,2023-12-28,2023-12-28,Early Bird,118,
Pitt Club KL pres. Nicky Romero,Pitt Club KL,https://www.ticketmelon.com/pittclub/nickyromero2023,2023-12-28,2023-12-28,General Admission,128,
Harvest Moon Music Camp #3,Daidib Daidee,https://www.ticketmelon.com/daidibdaidee/harvestmooon3,2023-12-29,2023-12-29,early buffalo,500,2023-12-16
Harvest Moon Music Camp #3,Daidib Daidee,https://www.ticketmelon.com/daidibdaidee/harvestmooon3,2023-12-29,2023-12-29,normal price,650,
Middleman's 1st Love Final EP,เมเจอร์รัชโยธิน โรงที่ 14,https://www.ticketmelon.com/mandeework/middlemans-1st-love-final-ep,2023-12-29,2023-12-29,BLUE (Zone A),"2,090",
Middleman's 1st Love Final EP,เมเจอร์รัชโยธิน โรงที่ 14,https://www.ticketmelon.com/mandeework/middlemans-1st-love-final-ep,2023-12-29,2023-12-29,YELLOW (Zone B),"1,590",
Venti Nightclub presents: Mastermind ft. Twopee Southside,"Venti Nightclub, 19 23 RCA Alley, Bang Kapi, Huai Khwang, Bangkok 10310",https://www.ticketmelon.com/venticlub/twopee,2023-12-29,2023-12-29,Early bird,500,Sales Ended
